"RowNumber","AnimalName","AnimalGender","AnimalBirthMonth","BreedName","Borough","ZipCode","CommunityDistrict","CensusTract2010","NTA","CityCouncilDistrict","CongressionalDistrict","StateSenatorialDistrict","LicenseIssuedDate","LicenseExpiredDate"
9886,"BELLA","F","8/1/2013 0:00","Australian Cattledog","Brooklyn",11201,302,"15","BK38",35,8,25,"3/23/2015","4/10/2020"
41053,"INDIA","F","3/1/2005 0:00","Poodle, Miniature","Queens",11691,414,"99802","QN15",31,5,10,"11/27/2015","11/27/2017"
75395,"SPUNKIE","F","12/1/2008 0:00","Yorkshire Terrier","Manhattan",10033,112,"261","MN36",10,13,31,"5/24/2016","5/24/2017"
46881,"LUKE ","M","10/1/2015 0:00","Siberian Husky","Queens",11420,410,"178","QN55",28,5,10,"1/12/2016","1/12/2017"
18242,"NO ","F","3/1/2015 0:00","Yorkshire Terrier Crossbreed","Staten Island",10302,501,"251","SI28",50,11,24,"5/21/2015","5/21/2016"
104347,"MOXIE","F","10/1/2014 0:00","Jack Russell Terrier","Manhattan",10017,106,"90","MN19",4,12,28,"9/22/2016","9/22/2017"
33010,"MILLIEWAUKE","F","6/1/2015 0:00","Havanese","Manhattan",10003,102,"59","MN23",2,12,27,"9/15/2015","9/15/2016"
41017,"HOGAN","M","9/1/2014 0:00","Labradoodle","Staten Island",10304,502,"177","SI24",50,11,24,"11/27/2015","1/13/2021"
97156,"NANE","F","3/1/2016 0:00","Labrador Retriever","Brooklyn",11214,311,"296","BK28",47,11,23,"8/21/2016","8/21/2017"
37196,"BRANDON","M","12/1/2002 0:00","Unknown","Brooklyn",11206,303,"25902","BK75",36,8,18,"10/22/2015","9/29/2016"
3751,"FRECKLES ","M","11/1/2014 0:00","American Pit Bull Terrier/Pit Bull","Bronx",10453,205,"23501","BX41",14,15,33,"1/21/2015","1/21/2016"
22222,"BOOTSEZE ","F","1/1/2015 0:00","Pomeranian","Brooklyn",11230,314,"532","BK43",44,9,17,"6/22/2015","6/22/2016"
40173,"BREEZY ","M","10/1/2010 0:00","Maltese","Queens",11691,414,"100802","QN15",31,5,10,"11/18/2015","12/5/2017"
366,"BETSY ","F","5/1/2011 0:00","Labrador Retriever","Queens",11375,406,"749","QN17",29,6,15,"10/10/2014","8/1/2019"
6054,"MALENA","F","6/1/2007 0:00","American Pit Bull Terrier/Pit Bull","Brooklyn",11237,304,"445","BK77",37,7,18,"2/15/2015","3/28/2016"
104607,"MAX","M","4/1/2010 0:00","Border Terrier","Manhattan",10022,106,"8603","MN19",4,12,28,"9/23/2016","9/23/2017"
97841,"MILES","M","4/1/2007 0:00","Cairn Terrier","Brooklyn",11237,304,"425","BK78",34,7,18,"8/24/2016","9/9/2017"
103737,"NAME NOT PROVIDED","M","5/1/2016 0:00","Morkie","Manhattan",10035,111,"194","MN34",8,13,30,"9/20/2016","9/20/2017"
2951,"ZORO","M","7/1/2014 0:00","Alaskan Malamute","Manhattan",10012,102,"41","MN24",1,7,26,"1/14/2015","1/14/2016"
4349,"PRINCESS","F","12/1/2012 0:00","Yorkshire Terrier","Brooklyn",11228,311,"188","BK28",43,11,22,"1/29/2015","1/29/2016"
81078,"CHOPPER","M","1/1/2013 0:00","Unknown","QUEENS",11412,412,"530","QN08",27,5,14,"6/17/2016","7/8/2017"
99560,"MYO","M","1/1/2014 0:00","Chihuahua Crossbreed","Bronx",10475,212,"46202","BX13",12,16,36,"9/3/2016","9/3/2017"
57391,"UNKNOWN","F","10/1/2015 0:00","Cocker Spaniel","Brooklyn",11219,310,"212","BK30",38,10,22,"3/8/2016","3/8/2017"
9077,"OUR ","M","7/1/2013 0:00","Boxer","Staten Island",10303,501,"323","SI12",49,11,23,"3/15/2015","3/15/2016"
108659,"BENSON","M","1/1/2016 0:00","Labrador Retriever","Manhattan",10032,112,"245","MN36",7,13,31,"10/14/2016","10/14/2017"
22060,"JACK ","M","6/1/2005 0:00","Unknown","Manhattan",10280,101,"31704","MN25",1,10,26,"6/21/2015","7/30/2016"
88874,"COOKIE","M","3/1/2010 0:00","Australian Cattledog","Queens",11366,408,"1333","QN41",23,6,11,"7/18/2016","8/31/2017"
74606,"TIFFANY ","F","1/1/2006 0:00","Shih Tzu","Queens",11419,409,"108","QN54",28,5,10,"5/20/2016","6/29/2017"
51348,"MAIA","F","5/1/2013 0:00","Unknown","Manhattan",10016,106,"80","MN20",4,12,28,"2/5/2016","1/27/2017"
32743,"DASH","M","6/1/2008 0:00","Chihuahua","Manhattan",10003,102,"59","MN23",1,12,27,"9/12/2015","9/12/2016"
114612,"JAY","M","5/1/2014 0:00","American Pit Bull Mix / Pit Bull Mix","Bronx",10467,212,"372","BX44",12,16,36,"11/15/2016","11/17/2017"
112315,"NINA","F","12/1/2006 0:00","Chihuahua Crossbreed","Bronx",10466,212,"424","BX44",12,16,36,"11/1/2016","11/1/2017"
118024,"COLORADO","M","4/1/2016 0:00","Collie, Rough Coat","Queens",11105,401,"113","QN72",22,14,13,"12/6/2016","12/6/2017"
18099,"LIAM ","M","1/1/2015 0:00","Shih Tzu","Bronx",10458,206,"387","BX06",15,15,33,"5/20/2015","5/20/2016"
110222,"SNOW","F","7/1/2014 0:00","Chihuahua","Queens",11358,411,"1139","QN48",19,6,11,"10/21/2016","12/12/2017"
7917,"MARTY","M","11/1/2014 0:00","Bassett Hound","Brooklyn",11211,301,"519","BK73",33,12,26,"3/3/2015","3/3/2016"
5161,"POOHBEAR ","M","10/1/2013 0:00","Chihuahua","Bronx",10451,201,"69","BX34",17,15,32,"2/6/2015","2/6/2016"
103995,"SOFIE","F","8/1/2004 0:00","Yorkshire Terrier","Manhattan",10022,105,"100","MN19",4,12,28,"9/21/2016","11/2/2017"
101220,"CHARLIE","M","2/1/2013 0:00","Gordon Setter","Brooklyn",11237,304,"447","BK77",34,7,18,"9/12/2016","9/12/2019"
102486,"HARLEY","M","7/1/2016 0:00","Goldendoodle","Brooklyn",11201,302,"15","BK38",35,8,25,"9/16/2016","9/16/2017"
120673,"JAX","M","6/1/2009 0:00","Pointer","Bronx",10462,209,"92","BX59",18,14,34,"12/21/2016","1/7/2019"
118093,"OTTO","M","9/1/2010 0:00","Unknown","Queens",11366,408,"1333","QN41",24,6,11,"12/6/2016","1/25/2018"
71643,"CHARLIE","M","2/1/2010 0:00","Unknown","Manhattan",10016,106,"78","MN20",2,12,28,"5/11/2016","5/22/2017"
49608,"CHLOE","F","10/1/2004 0:00","Miniature Pinscher","Queens",11375,406,"71304","QN17",29,6,16,"1/27/2016","12/17/2016"
117531,"QUIN ","F","11/1/2010 0:00","Terrier mix","Brooklyn",11201,302,"301","BK09",33,7,26,"12/3/2016","12/3/2017"
101977,"SNOOPY","M","6/1/2003 0:00","Shih Tzu","Queens",11358,411,"1175","QN51",19,6,11,"9/14/2016","9/14/2017"
24258,"CHESNEY","M","4/1/2005 0:00","Pug","Manhattan",10022,106,"10601","MN19",5,12,28,"7/7/2015","7/7/2018"
100356,"FOZZIE ","M","12/1/2008 0:00","Labradoodle","Manhattan",10021,108,"130","MN40",4,12,28,"9/7/2016","10/13/2017"
69664,"BARNEY","M","12/1/2010 0:00","Yorkshire Terrier","Manhattan",10005,101,"7","MN25",1,10,26,"5/1/2016","3/28/2017"
65288,"JEZEBEL ","F","1/1/2005 0:00","Labradoodle","Manhattan",10069,107,"155","MN14",6,10,27,"4/13/2016","5/31/2017"
21767,"AJ","M","4/1/2009 0:00","Labrador Retriever Crossbreed","Manhattan",10069,107,"155","MN14",6,10,27,"6/19/2015","6/25/2017"
63491,"SPIKE","M","3/1/2015 0:00","American Pit Bull Mix / Pit Bull Mix","Manhattan",10040,112,"279","MN35",10,13,31,"4/5/2016","4/5/2017"
111515,"TINO ","M","1/1/2001 0:00","Yorkshire Terrier","Queens",11370,403,"30903","QN28",22,14,13,"10/28/2016","11/29/2017"
62368,"LEXA","F","4/1/2010 0:00","Poodle, Toy","Manhattan",10022,105,"102","MN17",4,12,27,"3/30/2016","3/30/2017"
99463,"PEANUT","F","5/1/2007 0:00","Chihuahua","Queens",11103,401,"143","QN70",22,14,12,"9/2/2016","9/11/2017"
78485,"DUNCAN","M","3/1/2016 0:00","American Pit Bull Mix / Pit Bull Mix","Manhattan",10034,112,"299","MN01",10,13,31,"6/8/2016","6/8/2017"
113594,"CHARLIE","M","7/1/2011 0:00","Unknown","Brooklyn",11229,315,"584","BK25",48,11,17,"11/9/2016","12/31/2017"
80203,"LUCKY","F","10/1/2011 0:00","Shih Tzu","Bronx",10471,208,"345","BX22",11,16,34,"6/14/2016","7/10/2017"
87019,"LEILA","F","6/1/2014 0:00","Cavalier King Charles Spaniel","Brooklyn",11214,311,"176","BK27",43,11,22,"7/12/2016","8/22/2017"
28107,"CHARLES ","M","2/1/2011 0:00","Labrador Retriever","Manhattan",10025,107,"187","MN12",6,10,31,"8/6/2015","8/6/2016"
38213,"GANACHE","F","8/1/2015 0:00","American Pit Bull Mix / Pit Bull Mix","Manhattan",10128,108,"15601","MN32",5,12,29,"11/1/2015","11/1/2016"
40373,"MINI-MI ","F","1/1/1999 0:00","Boxer","Manhattan",10022,NA,"NULL","NULL",NA,NA,NA,"11/20/2015","10/31/2016"
31979,"DOONEY ","M","8/1/2007 0:00","Yorkshire Terrier","Brooklyn",11221,303,"385","BK35",36,8,25,"9/5/2015","9/5/2016"
64179,"ASPEN","F","5/1/2011 0:00","American Pit Bull Mix / Pit Bull Mix","Brooklyn",11231,306,"75","BK33",39,7,25,"4/8/2016","12/15/2016"
23163,"OZZY","M","6/1/2014 0:00","Miniature Schnauzer","Manhattan",10024,107,"175","MN12",6,10,31,"6/29/2015","6/29/2016"
99056,"KETEL","M","4/1/2001 0:00","Labrador Retriever Crossbreed","Manhattan",10040,112,"279","MN35",10,13,31,"9/1/2016","8/27/2017"
92646,"BRONCO","M","3/1/2013 0:00","Yorkshire Terrier","Manhattan",10032,112,"239","MN36",7,13,30,"8/4/2016","6/24/2017"
83720,"KONG","M","2/1/2007 0:00","Akita","Brooklyn",11234,318,"650","BK58",46,8,19,"6/29/2016","8/1/2017"
7902,"REMINGTON ","M","11/1/2014 0:00","Cavalier King Charles Spaniel","Brooklyn",11209,310,"160","BK31",43,11,22,"3/3/2015","3/3/2016"
60805,"LULA","F","3/1/2015 0:00","Havanese","Manhattan",10019,104,"135","MN15",6,10,27,"3/23/2016","3/23/2017"
84945,"WICKET","M","2/1/2013 0:00","Shih Tzu","Bronx",10467,211,"338","BX07",15,14,36,"7/5/2016","7/7/2017"
81512,"BROOKE ","F","12/1/2008 0:00","American Pit Bull Mix / Pit Bull Mix","Staten Island",10306,502,"134","SI45",50,11,24,"6/19/2016","8/15/2019"
16906,"SPENCER ","M","1/1/2002 0:00","Unknown","Staten Island",10307,503,"24402","SI11",51,11,24,"5/12/2015","5/30/2016"
77156,"SEBASTIAN ","M","12/1/2002 0:00","Unknown","Manhattan",10025,107,"181","MN12",7,10,30,"6/2/2016","7/30/2017"
675,"CLANCY","M","9/1/2010 0:00","Cavalier King Charles Spaniel","Manhattan",10013,101,"33","MN24",1,10,26,"11/2/2014","11/23/2017"
106404,"DAFFODIL","F","3/1/2014 0:00","Bichon Frise","Queens",11417,410,"58","QN56",32,8,15,"10/3/2016","11/22/2017"
57413,"DORA","F","1/1/2014 0:00","Unknown","Brooklyn",11238,302,"231","BK69",35,8,25,"3/8/2016","4/2/2017"
112233,"GIZZY ","F","9/1/2011 0:00","Shih Tzu","Manhattan",10032,112,"24301","MN36",10,13,31,"11/1/2016","7/1/2017"
423,"LOUIS","M","11/1/2000 0:00","Portuguese Water Dog","Manhattan",10024,107,"161","MN12",6,10,29,"10/14/2014","10/17/2016"
47017,"APOLLO ","M","12/1/2005 0:00","Beagle","Brooklyn",11221,304,"423","BK78",34,7,18,"1/12/2016","2/28/2017"
59045,"PUP","M","10/1/2004 0:00","Bichon Frise","Manhattan",10029,111,"17401","MN33",9,13,30,"3/16/2016","1/28/2017"
17466,"TERESA","F","6/1/2013 0:00","Staffordshire Bull Terrier","Manhattan",10024,107,"173","MN12",6,10,30,"5/15/2015","6/18/2016"
42898,"TUCKER","M","8/1/2013 0:00","Australian Shepherd","Manhattan",10038,101,"1501","MN25",1,10,26,"12/11/2015","12/11/2016"
6409,"ROSIE","F","10/1/2013 0:00","Pug","Staten Island",10301,501,"17","SI37",49,11,23,"2/18/2015","2/18/2016"
17044,"LYLE","M","3/1/2010 0:00","German Shepherd Crossbreed","Brooklyn",11205,303,"1237","BK75",33,7,25,"5/12/2015","6/10/2016"
3367,"NACHO","M","1/1/2012 0:00","Shih Tzu","Manhattan",10034,112,"303","MN01",10,13,31,"1/17/2015","1/17/2016"
72116,"N.A. ","M","1/1/2000 0:00","Lhasa Apso","Queens",11372,403,"277","QN28",21,14,13,"5/12/2016","5/30/2017"
26451,"WREN","F","12/1/2008 0:00","Dachshund","Queens",11103,401,"155","QN70",22,12,12,"7/25/2015","7/25/2016"
120531,"NAME NOT PROVIDED","F","8/1/2016 0:00","Chihuahua","Manhattan",10036,105,"119","MN17",3,12,27,"12/20/2016","12/20/2017"
9418,"FRUMPUS ","M","11/1/2014 0:00","Basset Hound","Queens",11378,405,"601","QN30",30,6,15,"3/19/2015","3/19/2016"
8489,"ROMEO","M","11/1/2009 0:00","Maltese","Staten Island",10306,503,"138","SI25",50,11,24,"3/9/2015","3/9/2016"
104768,"NELLIE","F","1/1/2010 0:00","Bull Dog, English","Manhattan",10065,108,"118","MN31",4,12,28,"9/25/2016","9/25/2021"
69175,"BUDDY","M","12/1/2009 0:00","Dachshund Crossbreed","Queens",11102,401,"91","QN71",22,12,12,"4/29/2016","6/14/2017"
75804,"POLO","M","8/1/2014 0:00","American Pit Bull Terrier/Pit Bull","Queens",11101,401,"25","QN68",26,12,12,"5/26/2016","5/26/2017"
63632,"LANCELOT","M","1/1/2008 0:00","Unknown","Brooklyn",11235,315,"626","BK17",48,9,19,"4/6/2016","5/16/2017"
13467,"BILLY","F","5/1/1999 0:00","Jack Russell Terrier","Manhattan",10003,102,"57","MN23",1,12,27,"4/19/2015","4/19/2016"
22653,"SUGAR","F","1/1/2009 0:00","Shih Tzu","Queens",11694,414,"922","QN10",32,5,15,"6/25/2015","6/2/2016"
37478,"ALEPH","M","7/1/2015 0:00","Maltese","Brooklyn",11230,314,"542","BK43",48,9,17,"10/25/2015","10/25/2016"
48812,"MUSA ","F","10/1/2004 0:00","Pointer, German Shorthaired","Staten Island",10314,501,"151","SI07",50,11,24,"1/22/2016","3/1/2017"
83364,"CHANNEL ","F","4/1/2016 0:00","Yorkshire Terrier","Queens",11377,402,"483","QN50",26,6,12,"6/28/2016","6/28/2017"
31888,"SIR ","M","5/1/2009 0:00","Schnauzer, Miniature","Queens",11434,412,"432","QN08",27,5,14,"9/4/2015","10/2/2016"
65687,"UNKNOWN ","F","2/1/2016 0:00","Cocker Spaniel","Queens",11713,NA,"NULL","NULL",NA,NA,NA,"4/15/2016","4/15/2017"
70512,"PATCHES","M","7/1/2014 0:00","Maltese","Queens",11426,413,"155102","QN44",23,3,11,"5/5/2016","5/13/2017"
85397,"DAISY ","F","1/1/2006 0:00","Shih Tzu","Brooklyn",11204,311,"266","BK28",44,10,22,"7/6/2016","7/30/2017"
113532,"RALPHIE ","M","2/1/2011 0:00","Poodle, Miniature","Manhattan",10282,101,"31703","MN25",1,10,26,"11/8/2016","10/19/2017"
104641,"SARRA","M","7/1/2016 0:00","Morkie","Staten Island",10306,503,"13204","SI25",51,11,24,"9/24/2016","9/24/2017"
32233,"UNKNOWN","M","6/1/2015 0:00","Morkie","Manhattan",10016,106,"72","MN20",2,12,28,"9/8/2015","9/8/2016"
62834,"MULA","F","9/1/2015 0:00","American Pit Bull Mix / Pit Bull Mix","Bronx",10452,204,"21302","BX26",16,15,29,"4/2/2016","4/2/2018"
10211,"MAX ","M","1/1/2002 0:00","Unknown","Staten Island",10309,503,"20804","SI32",51,11,24,"3/26/2015","4/29/2016"
55047,"RUBY","F","11/1/2006 0:00","Bull Dog, French","Manhattan",10003,102,"59","MN23",1,12,27,"2/24/2016","4/10/2017"
69894,"JASPER","M","1/1/2010 0:00","Papillon","Manhattan",10040,112,"281","MN35",10,13,31,"5/2/2016","5/2/2017"
66054,"DIAMOND","F","9/1/2010 0:00","American Pit Bull Mix / Pit Bull Mix","Bronx",10467,207,"419","BX43",11,13,36,"4/17/2016","4/17/2018"
21991,"BUDIE ","M","6/1/2009 0:00","Maltese","Staten Island",10304,502,"177","SI24",50,11,24,"6/20/2015","6/20/2017"
90180,"LUCY","F","3/1/2016 0:00","Labrador Retriever Crossbreed","Brooklyn",11214,311,"176","BK27",43,11,22,"7/23/2016","7/23/2017"
100863,"LOUIE","M","10/1/2014 0:00","French Bulldog","Queens",11418,409,"24","QN54",32,7,10,"9/9/2016","9/9/2017"
30582,"MAX ","M","1/1/2004 0:00","Unknown","Queens",11379,405,"671","QN21",30,6,15,"8/24/2015","9/30/2016"
24139,"ESCOBAR","M","2/1/2013 0:00","Staffordshire Bull Terrier","Manhattan",10035,111,"178","MN34",8,13,29,"7/6/2015","7/6/2017"
79229,"CASEY ","F","1/1/2004 0:00","Unknown","Queens",11426,413,"157101","QN43",23,3,11,"6/10/2016","6/29/2017"
22995,"SHADOW ","M","1/1/2003 0:00","Labrador Retriever","Staten Island",10304,501,"40","SI08",49,11,23,"6/27/2015","6/29/2016"
61775,"ZIM ","F","1/1/2002 0:00","Chihuahua","Manhattan",10011,104,"81","MN13",3,12,27,"3/29/2016","5/30/2018"
83508,"TAYLOR ","M","7/1/2015 0:00","Welsh Corgi, Pembroke","Manhattan",10011,NA,"NULL","NULL",NA,NA,NA,"6/28/2016","6/28/2017"
119294,"MARIO","M","8/1/2009 0:00","Shih Tzu","Bronx",10462,211,"252","BX37",13,14,34,"12/12/2016","1/18/2018"
58954,"SADIE","F","12/1/2013 0:00","Poodle, Miniature","Manhattan",10023,107,"149","MN14",6,10,27,"3/15/2016","3/15/2021"
6801,"SOPHIE","F","12/1/2012 0:00","Maltese","Manhattan",10024,107,"169","MN12",6,10,29,"2/22/2015","2/22/2016"
10667,"LADY ","F","11/1/2004 0:00","Maltese","Manhattan",10280,101,"31704","MN25",1,10,26,"3/28/2015","3/28/2016"
28687,"CHESTER","M","3/1/2002 0:00","Beagle","Queens",11378,405,"495","QN30",30,6,15,"8/11/2015","8/29/2016"
92288,"BLAKY","M","3/1/2012 0:00","Rottweiler","Bronx",10473,209,"20","BX09",18,15,34,"8/2/2016","8/22/2017"
3980,"PORKCHOP","M","9/1/2012 0:00","Unknown","Queens",11692,414,"964","QN12",31,5,15,"1/24/2015","2/6/2016"
92041,"FOXY ","F","1/1/2003 0:00","Pomeranian","Queens",11692,414,"954","QN12",31,5,10,"8/1/2016","7/30/2017"
73262,"CAP","M","3/1/2016 0:00","Dutch Shepherd","Brooklyn",11214,311,"272","BK28",47,10,22,"5/15/2016","5/15/2017"
24822,"WOOF ","M","4/1/2014 0:00","Shih Tzu","Queens",11102,401,"87","QN71",22,12,12,"7/11/2015","7/11/2016"
80343,"CREME","F","12/1/2009 0:00","Maltipoo","Queens",11355,407,"1215","QN62",20,6,16,"6/15/2016","6/15/2021"
121217,"PINK","F","12/1/2014 0:00","Chihuahua Crossbreed","Manhattan",10028,108,"136","MN32",5,12,28,"12/26/2016","12/26/2017"
111968,"BOBI","F","12/1/2004 0:00","American Pit Bull Mix / Pit Bull Mix","Manhattan",10024,107,"175","MN12",6,10,31,"10/31/2016","12/4/2017"
54711,"QUIXOTE ","M","1/1/2009 0:00","Havanese","Manhattan",10025,107,"195","MN09",7,10,31,"2/23/2016","3/18/2017"
89448,"BAILEY","M","11/1/2014 0:00","Tibetan Terrier","Manhattan",10021,108,"134","MN31",5,12,28,"7/20/2016","6/8/2019"
112307,"BRUNO","M","6/1/2012 0:00","Pug","Bronx",10459,202,"12701","BX27",17,15,32,"11/1/2016","12/13/2017"
108728,"ROCKO ","M","2/1/2016 0:00","Yorkshire Terrier","Queens",11435,412,"202","QN01",28,5,10,"10/15/2016","10/15/2017"
81055,"VALENTINE ","F","2/1/2014 0:00","American Pit Bull Terrier/Pit Bull","Bronx",10458,206,"393","BX06",15,15,33,"6/16/2016","8/5/2017"
28180,"ROCCO","M","3/1/2012 0:00","Chihuahua","Manhattan",10024,107,"179","MN12",6,10,31,"8/7/2015","7/25/2016"
84112,"HANES","M","6/1/2014 0:00","American Pit Bull Mix / Pit Bull Mix","Bronx",10472,209,"5001","BX55",18,15,32,"6/30/2016","6/30/2017"
76001,"LANEY ","F","7/1/2009 0:00","Labrador Retriever Crossbreed","Manhattan",10028,108,"138","MN32",5,12,28,"5/27/2016","7/9/2017"
69195,"ACE","M","1/1/2013 0:00","American Pit Bull Mix / Pit Bull Mix","Queens",11103,401,"155","QN70",22,12,12,"4/29/2016","4/29/2017"
73388,"ROCKY","M","8/1/2005 0:00","West High White Terrier","Manhattan",10019,104,"135","MN15",6,10,27,"5/16/2016","5/16/2017"
33989,"MOLLY","F","3/1/2011 0:00","Cavalier King Charles Spaniel","Manhattan",10024,107,"163","MN12",6,10,29,"9/24/2015","7/13/2016"
74450,"VERONIQUE ","F","1/1/2008 0:00","Poodle, Toy","Manhattan",10022,106,"10601","MN19",5,12,28,"5/19/2016","7/16/2017"
26510,"REX","M","3/1/2010 0:00","American Pit Bull Terrier/Pit Bull","Queens",11432,408,"452","QN35",24,6,11,"7/26/2015","8/25/2016"
3317,"MARLEY","F","3/1/2014 0:00","Shih Tzu","Brooklyn",11234,318,"736","BK58",45,8,21,"1/17/2015","1/17/2016"
33504,"JAYJAY","M","7/1/2010 0:00","Unknown","Queens",11361,411,"1123","QN46",19,6,11,"9/20/2015","10/6/2016"
2248,"NAME NOT PROVIDED","M","9/1/2014 0:00","Unknown","Manhattan",10039,110,"236","MN03",9,13,30,"1/5/2015","1/5/2016"
76774,"VERNE ","M","1/1/2004 0:00","Pug","Staten Island",10310,501,"125","SI22",49,11,24,"6/1/2016","7/30/2017"
32390,"ISABELLE","F","9/1/2012 0:00","Shih Tzu","Manhattan",10029,111,"170","MN33",8,13,29,"9/9/2015","9/9/2016"
110333,"MARLEY","M","4/1/2010 0:00","Yorkshire Terrier","Staten Island",10312,503,"17012","SI01",51,11,24,"10/21/2016","12/6/2017"
74644,"RANDY ","M","9/1/2014 0:00","Chihuahua","Brooklyn",11206,304,"389","BK78",34,7,18,"5/20/2016","5/20/2017"
77482,"NUGGET ","M","12/1/2013 0:00","Chihuahua","Bronx",10460,209,"21601","BX08",18,15,32,"6/3/2016","4/13/2017"
15123,"CHINA","F","1/1/2004 0:00","Unknown","Brooklyn",11234,318,"688","BK58",46,8,19,"4/29/2015","5/30/2016"
77956,"JAX","M","6/1/2009 0:00","Shih Tzu","Manhattan",10021,108,"130","MN40",4,12,28,"6/6/2016","6/6/2017"
111804,"SHADOW","M","8/1/2011 0:00","Poodle Crossbreed","Manhattan",10012,102,"65","MN23",1,10,27,"10/30/2016","10/30/2017"
111113,"MASON","M","8/1/2015 0:00","Unknown","Brooklyn",11224,313,"342","BK21",47,8,23,"10/26/2016","10/26/2017"
105107,"LUCKY","M","8/1/2009 0:00","Pomeranian","Brooklyn",11206,301,"491","BK90",34,7,18,"9/27/2016","8/23/2017"
14620,"GRACIE ","F","1/1/2006 0:00","Havanese","Manhattan",10075,108,"132","MN31",5,12,28,"4/25/2015","3/30/2016"
87850,"WINDY","F","7/1/2008 0:00","Labrador Retriever","Queens",11385,405,"583","QN20",30,6,15,"7/14/2016","6/24/2017"
10055,"ORI","M","1/1/2005 0:00","Dachshund Smooth Coat","Bronx",10475,210,"46201","BX13",12,16,36,"3/25/2015","2/28/2016"
110521,"UNKNOWN","M","7/1/2016 0:00","Pomeranian","Queens",11109,402,"1","QN31",26,12,12,"10/22/2016","10/22/2017"
66642,"DUSTIN","M","1/1/2016 0:00","Yorkshire Terrier","Manhattan",10021,108,"128","MN40",4,12,28,"4/19/2016","4/19/2017"
44153,"DAISY ","F","8/1/2007 0:00","Beagle","Staten Island",10301,501,"81","SI22",49,11,23,"12/21/2015","1/21/2017"
29008,"PIP","F","8/1/2013 0:00","Chihuahua","Brooklyn",11206,303,"281","BK35",36,8,18,"8/13/2015","9/8/2016"
38734,"NINA ","F","4/1/2015 0:00","Miniature Pinscher","Manhattan",10038,101,"1501","MN25",1,10,26,"11/6/2015","11/6/2016"
77922,"INTI","M","6/1/2012 0:00","Yorkshire Terrier","Brooklyn",11207,305,"1160","BK82",42,8,19,"6/5/2016","6/22/2017"
5990,"OSO","M","2/1/2009 0:00","Unknown","Queens",11362,411,"150701","QN45",19,3,11,"2/15/2015","3/29/2016"
71293," PIERRE ","M","10/1/2015 0:00","French Bulldog","Staten Island",10302,501,"251","SI28",50,11,24,"5/9/2016","12/6/2017"
23834,"UNKNOWN ","M","4/1/2015 0:00","Rottweiler","Staten Island",10314,501,"18901","SI07",50,11,24,"7/3/2015","7/3/2016"
103612,"LUNA","F","6/1/2012 0:00","Collie, Border","Staten Island",10305,501,"8","SI37",49,11,23,"9/20/2016","11/19/2017"
52810,"BLAZE","M","1/1/2009 0:00","Unknown","Queens",11361,411,"1447","QN46",19,6,11,"2/12/2016","3/30/2017"
112457,"CASHEW","F","12/1/2010 0:00","Unknown","Manhattan",10014,102,"75","MN23",3,10,27,"11/2/2016","11/2/2018"
30839,"YOSHI","M","2/1/2009 0:00","Shiba Inu","Staten Island",10308,503,"14605","SI54",51,11,24,"8/26/2015","4/15/2016"
111752,"HERCULES","M","7/1/2014 0:00","Shih Tzu","Manhattan",10033,112,"271","MN35",10,13,31,"10/29/2016","10/29/2017"
68948,"CHAMP","M","3/1/2008 0:00","American Eskimo dog","Manhattan",10029,111,"15602","MN33",8,13,29,"4/29/2016","5/12/2017"
251,"DAYO","M","12/1/2011 0:00","Unknown","Staten Island",10306,502,"11202","SI45",50,11,24,"10/1/2014","10/2/2019"
73353,"N/A","F","1/1/2016 0:00","Siberian Husky","Brooklyn",11214,311,"286","BK27",43,11,23,"5/15/2016","5/15/2017"
29333,"COCCO","M","1/1/2005 0:00","Unknown","QUEENS",11102,401,"95","QN72",22,14,12,"8/14/2015","8/30/2016"
70008,"EMMA","F","3/1/2014 0:00","American Pit Bull Mix / Pit Bull Mix","Manhattan",10011,104,"83","MN13",3,10,27,"5/3/2016","3/28/2018"
